"","x"
"59403","TMEM117; TDO2"
"59404","TMEM117; TRMT112"
"59405","TMEM126A; CALR"
"59406","TMEM126A; CHRM2"
"59407","TMEM126A; DNASE1L3"
"59408","TMEM126A; GADD45B"
"59409","TMEM126B; ADRA2B"
"59410","TMEM126B; CLEC1B"
"59411","TMEM126B; CLPTM1"
"59412","TMEM126B; CRHBP"
"59413","TMEM126B; CXCL12"
"59414","TMEM126B; DACH1"
"59415","TMEM126B; DHODH"
"59416","TMEM126B; EHD3"
"59417","TMEM126B; GMPPA"
"59418","TMEM126B; GPM6A"
"59419","TMEM126B; IGFALS"
"59420","TMEM126B; IPO9"
"59421","TMEM126B; KCNN2"
"59422","TMEM126B; LIFR"
"59423","TMEM126B; MEN1"
"59424","TMEM126B; NAGPA"
"59425","TMEM126B; NCLN"
"59426","TMEM126B; NSMCE2"
"59427","TMEM126B; OIT3"
"59428","TMEM126B; OXA1L"
"59429","TMEM126B; POLRMT"
"59430","TMEM126B; ZMAT2"
"59431","TMEM127; ANGPTL6"
"59432","TMEM127; BAP1"
"59433","TMEM127; C1R"
"59434","TMEM127; CALR"
"59435","TMEM127; CCDC107"
"59436","TMEM127; CHCHD4"
"59437","TMEM127; COLEC10"
"59438","TMEM127; CRELD1"
"59439","TMEM127; DAP3"
"59440","TMEM127; DBH"
"59441","TMEM127; DNASE1L3"
"59442","TMEM127; DUSP6"
"59443","TMEM127; HEXB"
"59444","TMEM127; HM13"
"59445","TMEM127; HSPA4"
"59446","TMEM127; IL1RAP"
"59447","TMEM127; IMMP1L"
"59448","TMEM127; IRF3"
"59449","TMEM127; KCNN2"
"59450","TMEM127; KEAP1"
"59451","TMEM127; MCC"
"59452","TMEM127; MEPCE"
"59453","TMEM127; MFSD2A"
"59454","TMEM127; NAA20"
"59455","TMEM127; NKAP"
"59456","TMEM127; NSMCE2"
"59457","TMEM127; NTF3"
"59458","TMEM127; POLR2K"
"59459","TMEM127; POLRMT"
"59460","TMEM127; PPIB"
"59461","TMEM127; PPP2R5A"
"59462","TMEM127; QARS"
"59463","TMEM127; RING1"
"59464","TMEM127; RPUSD2"
"59465","TMEM127; SLC39A14"
"59466","TMEM127; STX10"
"59467","TMEM127; TMED9"
"59468","TMEM127; TMEM199"
"59469","TMEM127; TOMM40L"
"59470","TMEM127; TTC1"
"59471","TMEM127; USF1"
"59472","TMEM131; ADAMTS13"
"59473","TMEM131; ALDH6A1"
"59474","TMEM131; CALR"
"59475","TMEM131; CCBE1"
"59476","TMEM131; CD4"
"59477","TMEM131; CHCHD4"
"59478","TMEM131; COL6A6"
"59479","TMEM131; COLEC10"
"59480","TMEM131; CPSF1"
"59481","TMEM131; CRELD1"
"59482","TMEM131; CTSA"
"59483","TMEM131; CXCL12"
"59484","TMEM131; DBH"
"59485","TMEM131; DRAP1"
"59486","TMEM131; GPR182"
"59487","TMEM131; IL1RAP"
"59488","TMEM131; KCNN2"
"59489","TMEM131; MFSD2A"
"59490","TMEM131; MRPL53"
"59491","TMEM131; NDRG2"
"59492","TMEM131; NDST3"
"59493","TMEM131; NSMCE2"
"59494","TMEM131; OXA1L"
"59495","TMEM131; POLRMT"
"59496","TMEM131; PPIB"
"59497","TMEM131; PSMC4"
"59498","TMEM131; PVALB"
"59499","TMEM131; RABGGTA"
"59500","TMEM131; SLC25A3"
"59501","TMEM131; SLC26A6"
"59502","TMEM131; TMED9"
"59503","TMEM131; TUBE1"
"59504","TMEM131; UROC1"
"59505","TMEM131; USF1"
"59506","TMEM131; VIPR1"
"59507","TMEM131; YIPF3"
"59508","TMEM138; CXCL12"
"59509","TMEM138; IGFALS"
"59510","TMEM138; OXA1L"
"59511","TMEM138; PEX2"
"59512","TMEM138; YIPF3"
"59513","TMEM138; ZMAT2"
"59514","TMEM147; ALG1"
"59515","TMEM147; C1R"
"59516","TMEM147; CCDC159"
"59517","TMEM147; CLEC1B"
"59518","TMEM147; CPSF1"
"59519","TMEM147; CRELD1"
"59520","TMEM147; DBH"
"59521","TMEM147; DCN"
"59522","TMEM147; EGR2"
"59523","TMEM147; FOS"
"59524","TMEM147; HMGCL"
"59525","TMEM147; IL1RAP"
"59526","TMEM147; IPO9"
"59527","TMEM147; PLVAP"
"59528","TMEM147; RXRB"
"59529","TMEM147; SLC39A14"
"59530","TMEM150A; ADRA2B"
"59531","TMEM150A; ALG1"
"59532","TMEM150A; ANGPTL6"
"59533","TMEM150A; BAP1"
"59534","TMEM150A; C19orf25"
"59535","TMEM150A; C1R"
"59536","TMEM150A; CCBE1"
"59537","TMEM150A; CCDC107"
"59538","TMEM150A; CCDC159"
"59539","TMEM150A; CHRM2"
"59540","TMEM150A; COLEC10"
"59541","TMEM150A; CXCL12"
"59542","TMEM150A; CXCL14"
"59543","TMEM150A; CYP26A1"
"59544","TMEM150A; DCAF8"
"59545","TMEM150A; DCN"
"59546","TMEM150A; DHPS"
"59547","TMEM150A; DNASE1L3"
"59548","TMEM150A; DOCK6"
"59549","TMEM150A; EPB41L4B"
"59550","TMEM150A; FLAD1"
"59551","TMEM150A; FOSB"
"59552","TMEM150A; GPANK1"
"59553","TMEM150A; GPATCH3"
"59554","TMEM150A; GPR137"
"59555","TMEM150A; GPR182"
"59556","TMEM150A; HIGD1B"
"59557","TMEM150A; HMGCL"
"59558","TMEM150A; IRF3"
"59559","TMEM150A; KEAP1"
"59560","TMEM150A; LIFR"
"59561","TMEM150A; LMAN2"
"59562","TMEM150A; LMNA"
"59563","TMEM150A; MEF2D"
"59564","TMEM150A; MEPCE"
"59565","TMEM150A; NCKIPSD"
"59566","TMEM150A; NTPCR"
"59567","TMEM150A; PHLDA1"
"59568","TMEM150A; PLVAP"
"59569","TMEM150A; PPP2R5A"
"59570","TMEM150A; PSMC4"
"59571","TMEM150A; PTH1R"
"59572","TMEM150A; RPUSD2"
"59573","TMEM150A; RRNAD1"
"59574","TMEM150A; RXRB"
"59575","TMEM150A; STX10"
"59576","TMEM150A; TMEM199"
"59577","TMEM150A; TYK2"
"59578","TMEM150A; UROC1"
"59579","TMEM150A; USF1"
"59580","TMEM150A; VAC14"
"59581","TMEM150A; VMAC"
"59582","TMEM150A; ZBTB22"
"59583","TMEM150A; ZMAT2"
"59584","TMEM164; C19orf25"
"59585","TMEM164; CCBE1"
"59586","TMEM164; CCDC159"
"59587","TMEM164; CDH13"
"59588","TMEM164; CHRM2"
"59589","TMEM164; CPEB3"
"59590","TMEM164; CRELD1"
"59591","TMEM164; CXCL12"
"59592","TMEM164; CXorf36"
"59593","TMEM164; DBH"
"59594","TMEM164; DCAF8"
"59595","TMEM164; DHODH"
"59596","TMEM164; GPM6A"
"59597","TMEM164; IGFALS"
"59598","TMEM164; IL1RAP"
"59599","TMEM164; ISCA2"
"59600","TMEM164; MASP1"
"59601","TMEM164; MCC"
"59602","TMEM164; MEPCE"
"59603","TMEM164; NSMCE2"
"59604","TMEM164; PLVAP"
"59605","TMEM164; PPIB"
"59606","TMEM164; RING1"
"59607","TMEM164; RPUSD2"
"59608","TMEM164; RRP1"
"59609","TMEM164; RXRB"
"59610","TMEM164; SHARPIN"
"59611","TMEM164; SKP1"
"59612","TMEM164; SLC39A14"
"59613","TMEM164; TMEM199"
"59614","TMEM164; TMEM81"
"59615","TMEM164; TRIM39"
"59616","TMEM164; ULK3"
"59617","TMEM164; VMAC"
"59618","TMEM164; ZBTB22"
"59619","TMEM165; CCDC107"
"59620","TMEM165; CCDC159"
"59621","TMEM165; CDC37L1"
"59622","TMEM165; CMC1"
"59623","TMEM165; COLEC10"
"59624","TMEM165; CPEB3"
"59625","TMEM165; CRELD1"
"59626","TMEM165; DCAF8"
"59627","TMEM165; DRAP1"
"59628","TMEM165; EGR1"
"59629","TMEM165; EIF2B4"
"59630","TMEM165; FOS"
"59631","TMEM165; GNPAT"
"59632","TMEM165; GPATCH3"
"59633","TMEM165; IGFALS"
"59634","TMEM165; INMT"
"59635","TMEM165; KCNN2"
"59636","TMEM165; MASP1"
"59637","TMEM165; MEPCE"
"59638","TMEM165; MLEC"
"59639","TMEM165; OIT3"
"59640","TMEM165; OXA1L"
"59641","TMEM165; POLRMT"
"59642","TMEM165; RASGEF1B"
"59643","TMEM165; RING1"
"59644","TMEM165; RRNAD1"
"59645","TMEM165; SLC35B1"
"59646","TMEM165; TAF10"
"59647","TMEM165; TMCO1"
"59648","TMEM165; TMEM199"
"59649","TMEM165; TMEM9"
"59650","TMEM165; TOMM40L"
"59651","TMEM165; TRIM39"
"59652","TMEM165; TTC1"
"59653","TMEM165; ZMAT2"
"59654","TMEM167A; C15orf61"
"59655","TMEM167A; CPEB3"
"59656","TMEM167A; DACH1"
"59657","TMEM167A; KCNN2"
"59658","TMEM167A; LIFR"
"59659","TMEM167A; LRAT"
"59660","TMEM167A; MRPL53"
"59661","TMEM167A; NCKIPSD"
"59662","TMEM167A; OIT3"
"59663","TMEM167A; PEX2"
"59664","TMEM167A; PPP2R5A"
"59665","TMEM167A; RND3"
"59666","TMEM167A; SEMA3F"
"59667","TMEM167A; TAZ"
"59668","TMEM167B; ALB"
"59669","TMEM167B; CAMLG"
"59670","TMEM167B; CCBE1"
"59671","TMEM167B; CCL23"
"59672","TMEM167B; DCN"
"59673","TMEM167B; GPANK1"
"59674","TMEM167B; ISCA2"
"59675","TMEM167B; KCNN2"
"59676","TMEM167B; MASP1"
"59677","TMEM167B; MLEC"
"59678","TMEM167B; N4BP2L1"
"59679","TMEM167B; NDST3"
"59680","TMEM167B; OIT3"
"59681","TMEM167B; OXA1L"
"59682","TMEM167B; PPP2R5A"
"59683","TMEM167B; QARS"
"59684","TMEM167B; RRNAD1"
"59685","TMEM167B; SEMA3F"
"59686","TMEM167B; SLC25A3"
"59687","TMEM167B; SLC26A6"
"59688","TMEM167B; USF1"
"59689","TMEM168; ABAT"
"59690","TMEM168; ALDH6A1"
"59691","TMEM168; C1R"
"59692","TMEM168; CHCHD4"
"59693","TMEM168; CLPTM1"
"59694","TMEM168; CPEB3"
"59695","TMEM168; GMPPB"
"59696","TMEM168; GPM6A"
"59697","TMEM168; ISCA2"
"59698","TMEM168; OXA1L"
"59699","TMEM168; PLVAP"
"59700","TMEM168; PSMC4"
"59701","TMEM168; RABGGTA"
"59702","TMEM168; VAC14"
"59703","TMEM179B; ANGPTL6"
"59704","TMEM179B; ARV1"
"59705","TMEM179B; CCBE1"
"59706","TMEM179B; CCDC159"
"59707","TMEM179B; CTSA"
"59708","TMEM179B; DCN"
"59709","TMEM179B; MASP1"
"59710","TMEM179B; NAGPA"
"59711","TMEM179B; OIT3"
"59712","TMEM179B; POLRMT"
"59713","TMEM179B; STT3A"
"59714","TMEM179B; TOMM40L"
"59715","TMEM179B; VAC14"
"59716","TMEM183A; ADRA2B"
"59717","TMEM183A; ALDH6A1"
"59718","TMEM183A; CCBE1"
"59719","TMEM183A; CYP26A1"
"59720","TMEM183A; FOS"
"59721","TMEM183A; FOSB"
"59722","TMEM183A; GPM6A"
"59723","TMEM183A; LIFR"
"59724","TMEM183A; LRAT"
"59725","TMEM183A; NDST3"
"59726","TMEM183A; OIT3"
"59727","TMEM183A; PVALB"
"59728","TMEM183B; CALR"
"59729","TMEM183B; GADD45B"
"59730","TMEM183B; IL1RAP"
"59731","TMEM183B; MRPL53"
"59732","TMEM183B; NDRG2"
"59733","TMEM183B; PLVAP"
"59734","TMEM183B; PVALB"
"59735","TMEM183B; RND3"
"59736","TMEM183B; TRMT112"
"59737","TMEM184B; ALG1"
"59738","TMEM184B; KCNN2"
"59739","TMEM184B; NAGPA"
"59740","TMEM184B; OIT3"
"59741","TMEM184B; PPIB"
"59742","TMEM184B; RING1"
"59743","TMEM184B; TAZ"
"59744","TMEM185A; ALB"
"59745","TMEM185A; APOF"
"59746","TMEM185A; GPANK1"
"59747","TMEM185A; GPM6A"
"59748","TMEM185A; MARCO"
"59749","TMEM186; CCDC107"
"59750","TMEM186; CSNK1D"
"59751","TMEM186; CTSA"
"59752","TMEM186; CYP2B6"
"59753","TMEM186; EPHX2"
"59754","TMEM186; NCLN"
"59755","TMEM186; PALM2"
"59756","TMEM186; PEX2"
"59757","TMEM199; ADAMTS13"
"59758","TMEM199; ADCK1"
"59759","TMEM199; ADRA2B"
"59760","TMEM199; ARF1"
"59761","TMEM199; C1R"
"59762","TMEM199; CCBE1"
"59763","TMEM199; CFP"
"59764","TMEM199; CHRM2"
"59765","TMEM199; CSRNP1"
"59766","TMEM199; CXCL12"
"59767","TMEM199; CXorf36"
"59768","TMEM199; DACH1"
"59769","TMEM199; DBH"
"59770","TMEM199; DNASE1L3"
"59771","TMEM199; FOSB"
"59772","TMEM199; GADD45B"
"59773","TMEM199; GPM6A"
"59774","TMEM199; LIFR"
"59775","TMEM199; MARCO"
"59776","TMEM199; MASP1"
"59777","TMEM199; NDST3"
"59778","TMEM199; OIT3"
"59779","TMEM199; RDH16"
"59780","TMEM199; SEMA3F"
"59781","TMEM199; STAB2"
"59782","TMEM199; TAOK2"
"59783","TMEM199; TMEM183A"
"59784","TMEM199; VIPR1"
"59785","TMEM199; ZFP36"
"59786","TMEM201; ADAMTS13"
"59787","TMEM201; ADRA2B"
"59788","TMEM201; C15orf61"
"59789","TMEM201; C1R"
"59790","TMEM201; C21orf91"
"59791","TMEM201; CCBE1"
"59792","TMEM201; CCDC107"
"59793","TMEM201; CCDC159"
"59794","TMEM201; CDH13"
"59795","TMEM201; CHRM2"
"59796","TMEM201; CXCL12"
"59797","TMEM201; DNASE1L3"
"59798","TMEM201; GPANK1"
"59799","TMEM201; GPM6A"
"59800","TMEM201; HEXB"
"59801","TMEM201; IGFALS"
"59802","TMEM201; IL1RAP"
"59803","TMEM201; KEAP1"
"59804","TMEM201; LIFR"
"59805","TMEM201; MFSD2A"
"59806","TMEM201; NDST3"
"59807","TMEM201; OIT3"
"59808","TMEM201; PEX2"
"59809","TMEM201; PLVAP"
"59810","TMEM201; POLRMT"
"59811","TMEM201; RING1"
"59812","TMEM201; RXRB"
"59813","TMEM201; SKP1"
"59814","TMEM201; SRP9"
"59815","TMEM201; STEAP3"
"59816","TMEM201; TRIM39"
"59817","TMEM201; VIPR1"
"59818","TMEM201; YIPF3"
"59819","TMEM201; ZMAT2"
"59820","TMEM203; CLEC1B"
"59821","TMEM203; COPS5"
"59822","TMEM203; DCAF8"
"59823","TMEM203; DCN"
"59824","TMEM203; EPHX2"
"59825","TMEM203; INMT"
"59826","TMEM203; NAA20"
"59827","TMEM203; PEX2"
"59828","TMEM203; TRIM39"
"59829","TMEM203; VAC14"
"59830","TMEM203; ZFP36"
"59831","TMEM206; FOSB"
"59832","TMEM206; GMPPA"
"59833","TMEM206; IGFALS"
"59834","TMEM206; METTL2B"
"59835","TMEM206; MLEC"
"59836","TMEM206; OIT3"
"59837","TMEM206; OXA1L"
"59838","TMEM206; SERPINA11"
"59839","TMEM206; TDO2"
"59840","TMEM209; CTSA"
"59841","TMEM209; DRAP1"
"59842","TMEM209; SLC26A6"
"59843","TMEM214; CCBE1"
"59844","TMEM214; DCN"
"59845","TMEM214; KCNN2"
"59846","TMEM214; NSMCE2"
"59847","TMEM218; CCDC107"
"59848","TMEM218; MAG"
"59849","TMEM220; CCL23"
"59850","TMEM220; COLEC10"
"59851","TMEM220; DCN"
"59852","TMEM220; FGB"
"59853","TMEM220; FOSB"
"59854","TMEM220; RGS12"
"59855","TMEM220; TDO2"
"59856","TMEM223; ADRA2B"
"59857","TMEM223; KEAP1"
"59858","TMEM223; PLOD3"
"59859","TMEM223; TSC2"
"59860","TMEM223; ZFP36"
"59861","TMEM26; ALG3"
"59862","TMEM26; C1orf43"
"59863","TMEM26; DEDD"
"59864","TMEM26; FOS"
"59865","TMEM26; HARS2"
"59866","TMEM26; IGFALS"
"59867","TMEM26; OXA1L"
"59868","TMEM26; RECQL5"
"59869","TMEM26; SMG5"
"59870","TMEM26; STX4"
"59871","TMEM26; USF1"
"59872","TMEM26; VPS45"
"59873","TMEM38B; STAB2"
"59874","TMEM39A; ANGPTL6"
"59875","TMEM39A; BOLA3"
"59876","TMEM39A; CCBE1"
"59877","TMEM39A; CDC37L1"
"59878","TMEM39A; CLEC4M"
"59879","TMEM39A; CLPTM1"
"59880","TMEM39A; COLEC10"
"59881","TMEM39A; CSRNP1"
"59882","TMEM39A; CXorf36"
"59883","TMEM39A; DCN"
"59884","TMEM39A; DHODH"
"59885","TMEM39A; IQSEC1"
"59886","TMEM39A; MEN1"
"59887","TMEM39A; N4BP2L1"
"59888","TMEM39A; NCLN"
"59889","TMEM39A; PHLDA1"
"59890","TMEM39A; PLVAP"
"59891","TMEM39A; SLC38A2"
"59892","TMEM39A; SNAP47"
"59893","TMEM39A; STEAP3"
"59894","TMEM39A; TMEM199"
"59895","TMEM39A; TRIB1"
"59896","TMEM39A; TTC1"
"59897","TMEM39A; VMAC"
"59898","TMEM41B; ABCB8"
"59899","TMEM41B; ARPC1A"
"59900","TMEM41B; BAP1"
"59901","TMEM41B; CDC37L1"
"59902","TMEM41B; CLPTM1"
"59903","TMEM41B; CYB5R1"
"59904","TMEM41B; CYP2B6"
"59905","TMEM41B; GLI4"
"59906","TMEM41B; GPAA1"
"59907","TMEM41B; GPANK1"
"59908","TMEM41B; GPR137"
"59909","TMEM41B; IL1RN"
"59910","TMEM41B; IMMP1L"
"59911","TMEM41B; LIFR"
"59912","TMEM41B; LMNA"
"59913","TMEM41B; MEN1"
"59914","TMEM41B; MLEC"
"59915","TMEM41B; NCKIPSD"
"59916","TMEM41B; NCLN"
"59917","TMEM41B; PALM2"
"59918","TMEM41B; PEX11B"
"59919","TMEM41B; PHLDA1"
"59920","TMEM41B; PXMP4"
"59921","TMEM41B; QARS"
"59922","TMEM41B; RND3"
"59923","TMEM41B; RNF125"
"59924","TMEM41B; RPTOR"
"59925","TMEM41B; RRNAD1"
"59926","TMEM41B; SUV39H1"
"59927","TMEM41B; YIPF3"
"59928","TMEM41B; ZFP36"
"59929","TMEM41B; ZMAT2"
"59930","TMEM42; ADRA2B"
"59931","TMEM42; ATG12"
"59932","TMEM42; CDC37L1"
"59933","TMEM42; CSNK1D"
"59934","TMEM42; EGR1"
"59935","TMEM42; EHD3"
"59936","TMEM42; EIF2B4"
"59937","TMEM42; EPHX2"
"59938","TMEM42; GMPPB"
"59939","TMEM42; HAO1"
"59940","TMEM42; IL1RAP"
"59941","TMEM42; MASP1"
"59942","TMEM42; MAST3"
"59943","TMEM42; MOGAT2"
"59944","TMEM42; PLVAP"
"59945","TMEM42; RRP1"
"59946","TMEM50A; C8B"
"59947","TMEM50A; COLEC10"
"59948","TMEM50A; DACH1"
"59949","TMEM56; GMPPB"
"59950","TMEM56; GPR137"
"59951","TMEM56; IL1RAP"
"59952","TMEM56; MEF2D"
"59953","TMEM56; MFSD2A"
"59954","TMEM56; PVALB"
"59955","TMEM56; PXMP4"
"59956","TMEM56; TOMM40L"
"59957","TMEM56; UROC1"
"59958","TMEM60; ACSM5"
"59959","TMEM60; ADRA2B"
"59960","TMEM60; ALB"
"59961","TMEM60; C1R"
"59962","TMEM60; CCBE1"
"59963","TMEM60; CLPTM1"
"59964","TMEM60; COPS5"
"59965","TMEM60; CYHR1"
"59966","TMEM60; CYP26A1"
"59967","TMEM60; DACH1"
"59968","TMEM60; DBH"
"59969","TMEM60; DCAF8"
"59970","TMEM60; DCN"
"59971","TMEM60; EGR1"
"59972","TMEM60; FOS"
"59973","TMEM60; HIGD1B"
"59974","TMEM60; IGFALS"
"59975","TMEM60; IPO9"
"59976","TMEM60; MASP1"
"59977","TMEM60; NDST3"
"59978","TMEM60; NOMO1"
"59979","TMEM60; PALM2"
"59980","TMEM60; PEX11B"
"59981","TMEM60; PEX2"
"59982","TMEM60; PPP2R5A"
"59983","TMEM60; PTH1R"
"59984","TMEM60; SLC35B1"
"59985","TMEM60; TSC2"
"59986","TMEM60; VIPR1"
"59987","TMEM62; ALG1"
"59988","TMEM62; CHCHD4"
"59989","TMEM62; CLPTM1"
"59990","TMEM62; ECM1"
"59991","TMEM62; HEXB"
"59992","TMEM62; KCNN2"
"59993","TMEM62; NAGPA"
"59994","TMEM62; NSMCE2"
"59995","TMEM62; OIT3"
"59996","TMEM62; OXA1L"
"59997","TMEM62; POLR2K"
"59998","TMEM62; PSMC4"
"59999","TMEM62; SLC25A3"
"60000","TMEM62; SLC25A39"
"60001","TMEM62; TDO2"
"60002","TMEM62; VAC14"
"60003","TMEM68; ALDH6A1"
"60004","TMEM68; CHCHD4"
"60005","TMEM68; EGR2"
"60006","TMEM68; FOSB"
"60007","TMEM68; GPANK1"
"60008","TMEM68; TTC1"
"60009","TMEM69; CCDC159"
"60010","TMEM69; CLEC1B"
"60011","TMEM69; DCAF8"
"60012","TMEM69; DOCK6"
"60013","TMEM69; FOSB"
"60014","TMEM69; ISCA2"
"60015","TMEM69; KEAP1"
"60016","TMEM69; LIFR"
"60017","TMEM69; MOGAT2"
"60018","TMEM69; OIT3"
"60019","TMEM69; STEAP3"
"60020","TMEM69; STOML1"
"60021","TMEM69; STX10"
"60022","TMEM69; TDO2"
"60023","TMEM69; TMED9"
"60024","TMEM70; CSNK1D"
"60025","TMEM70; EIF2B4"
"60026","TMEM70; EPHA2"
"60027","TMEM70; GPM6A"
"60028","TMEM70; LMNA"
"60029","TMEM70; MASP1"
"60030","TMEM70; MLEC"
"60031","TMEM70; MRPL53"
"60032","TMEM70; PALM2"
"60033","TMEM70; PSMC4"
"60034","TMEM70; PTBP1"
"60035","TMEM70; RING1"
"60036","TMEM70; RNF125"
"60037","TMEM70; RRP1"
"60038","TMEM70; SLC25A3"
"60039","TMEM79; ADAMTS13"
"60040","TMEM79; ADRA2B"
"60041","TMEM79; CCBE1"
"60042","TMEM79; CRHBP"
"60043","TMEM79; EGR1"
"60044","TMEM79; FOS"
"60045","TMEM79; FOSB"
"60046","TMEM79; GPM6A"
"60047","TMEM79; MOGAT2"
"60048","TMEM79; NDST3"
"60049","TMEM79; OIT3"
"60050","TMEM79; OXA1L"
"60051","TMEM79; PTH1R"
"60052","TMEM79; STAB2"
"60053","TMEM79; TUBE1"
"60054","TMEM79; VIPR1"
"60055","TMEM80; ADCK1"
"60056","TMEM80; ALG8"
"60057","TMEM80; CDC37L1"
"60058","TMEM80; CXCL12"
"60059","TMEM80; DCN"
"60060","TMEM80; EGR1"
"60061","TMEM80; EGR2"
"60062","TMEM80; FOS"
"60063","TMEM80; FOSB"
"60064","TMEM80; IGFALS"
"60065","TMEM80; KEAP1"
"60066","TMEM80; MASP1"
"60067","TMEM80; OXA1L"
"60068","TMEM80; PLOD3"
"60069","TMEM80; PXMP4"
"60070","TMEM80; RPL26L1"
"60071","TMEM80; SEMA3F"
"60072","TMEM80; TUBE1"
"60073","TMEM80; UBA5"
"60074","TMEM80; VAC14"
"60075","TMEM81; ADRA2B"
"60076","TMEM81; CYP26A1"
"60077","TMEM81; FOS"
"60078","TMEM81; PIGT"
"60079","TMEM81; PSMD1"
"60080","TMEM81; PTBP1"
"60081","TMEM81; RRP36"
"60082","TMEM81; STK19"
"60083","TMEM82; ABAT"
"60084","TMEM82; ATG12"
"60085","TMEM82; C15orf61"
"60086","TMEM82; CRELD1"
"60087","TMEM82; CYP26A1"
"60088","TMEM82; DNASE1L3"
"60089","TMEM82; HM13"
"60090","TMEM82; LIFR"
"60091","TMEM82; MFSD2A"
"60092","TMEM82; N4BP2L1"
"60093","TMEM82; NDST3"
"60094","TMEM82; SHARPIN"
"60095","TMEM82; SUV39H1"
"60096","TMEM82; TMEM199"
"60097","TMEM82; TRMT112"
"60098","TMEM8A; C15orf61"
"60099","TMEM8A; CCDC107"
"60100","TMEM8A; DACH1"
"60101","TMEM8A; DCAF8"
"60102","TMEM8A; FOS"
"60103","TMEM8A; GPATCH3"
"60104","TMEM8A; IL1RAP"
"60105","TMEM8A; IMMP1L"
"60106","TMEM8A; KCNN2"
"60107","TMEM8A; KEAP1"
"60108","TMEM8A; LMAN2"
"60109","TMEM8A; LRRC14"
"60110","TMEM8A; METTL2B"
"60111","TMEM8A; MRPL53"
"60112","TMEM8A; NAA20"
"60113","TMEM8A; NSMCE2"
"60114","TMEM8A; PLVAP"
"60115","TMEM8A; POLRMT"
"60116","TMEM8A; SLC26A6"
"60117","TMEM8A; STEAP3"
"60118","TMEM8A; TMEM81"
"60119","TMEM8A; ZFP36"
"60120","TMEM8B; ALG1"
"60121","TMEM8B; ALG3"
"60122","TMEM8B; C21orf91"
"60123","TMEM8B; CCDC159"
"60124","TMEM8B; CLPTM1"
"60125","TMEM8B; CXCL12"
"60126","TMEM8B; CXorf36"
"60127","TMEM8B; CYB5R1"
"60128","TMEM8B; CYHR1"
"60129","TMEM8B; DAP3"
"60130","TMEM8B; DCAF8"
"60131","TMEM8B; DCN"
"60132","TMEM8B; EHD3"
"60133","TMEM8B; EPB41L4B"
"60134","TMEM8B; GLI4"
"60135","TMEM8B; HAO1"
"60136","TMEM8B; IL1RAP"
"60137","TMEM8B; MOGAT2"
"60138","TMEM8B; MRPL53"
"60139","TMEM8B; N4BP2L1"
"60140","TMEM8B; OXA1L"
"60141","TMEM8B; PEX2"
"60142","TMEM8B; PPIB"
"60143","TMEM8B; PSMC4"
"60144","TMEM8B; PTBP1"
"60145","TMEM8B; RABGGTA"
"60146","TMEM8B; RASGEF1B"
"60147","TMEM8B; RNF125"
"60148","TMEM8B; SHARPIN"
"60149","TMEM8B; SLC26A6"
"60150","TMEM8B; SLC39A14"
"60151","TMEM8B; SOCS2"
"60152","TMEM8B; STEAP3"
"60153","TMEM8B; TAF10"
"60154","TMEM8B; TTC1"
"60155","TMEM8B; VAC14"
"60156","TMEM8B; ZMAT2"
"60157","TMEM9; ACAT1"
"60158","TMEM9; ALB"
"60159","TMEM9; CSNK1D"
"60160","TMEM9; DEDD"
"60161","TMEM9; EPHA2"
"60162","TMEM9; FOS"
"60163","TMEM9; HMGXB3"
"60164","TMEM9; HNRNPU"
"60165","TMEM9; HOGA1"
"60166","TMEM9; IL1RAP"
"60167","TMEM9; IL1RN"
"60168","TMEM9; KATNB1"
"60169","TMEM9; MRPL53"
"60170","TMEM9; PTBP1"
"60171","TMEM9; PTH1R"
"60172","TMEM9; ZNF207"
"60173","TMEM98; ALG1"
"60174","TMEM98; NOMO1"
"60175","TMEM98; PLOD3"
"60176","TMEM98; PPIB"
"60177","TMEM98; PTCD1"
"60178","TMEM9B; ALG1"
"60179","TMEM9B; ALG3"
"60180","TMEM9B; CCDC107"
"60181","TMEM9B; CHCHD4"
"60182","TMEM9B; CHRM2"
"60183","TMEM9B; CMC1"
"60184","TMEM9B; COMMD5"
"60185","TMEM9B; EIF2B4"
"60186","TMEM9B; GPANK1"
"60187","TMEM9B; GPATCH3"
"60188","TMEM9B; HEXB"
"60189","TMEM9B; KEAP1"
"60190","TMEM9B; LMAN2"
"60191","TMEM9B; MASP1"
"60192","TMEM9B; MEPCE"
"60193","TMEM9B; METTL2B"
"60194","TMEM9B; MLEC"
"60195","TMEM9B; MPV17L2"
"60196","TMEM9B; NAA20"
"60197","TMEM9B; NAGPA"
"60198","TMEM9B; NHP2"
"60199","TMEM9B; OXA1L"
"60200","TMEM9B; POLR2K"
"60201","TMEM9B; PPIB"
"60202","TMEM9B; PSMC2"
"60203","TMEM9B; PSMC4"
"60204","TMEM9B; QARS"
"60205","TMEM9B; RING1"
"60206","TMEM9B; RPL26L1"
"60207","TMEM9B; RPUSD2"
"60208","TMEM9B; RRNAD1"
"60209","TMEM9B; SLC26A6"
"60210","TMEM9B; SUV39H1"
"60211","TMEM9B; TMEM199"
"60212","TMEM9B; TOMM40L"
"60213","TMEM9B; TSC2"
"60214","TMPO; C1R"
"60215","TMPO; COLEC10"
"60216","TMPO; CXCL14"
"60217","TMPO; DCAF8"
